Shrub.ID,D1,D2,H,Area,Log.area,Volume,Canopy,RDM.2013,Shrub.density,x,y
319,2.59,2.54,1.24,5.17,1.642872689,2.14,6,1.635966063,0.003753364,696893.0825,4063428.411
320,2.11,2.49,1.17,4.13,1.418277407,1.61,3,1.14613533,0.004063948,696883.9231,4063430.198
321,2.77,2.92,1,6.35,1.848454813,2.12,5,2.243191481,0.005684971,696862.7678,4063413.282
322,3.3,3.18,1.21,8.24,2.109000344,3.32,7,0.676328957,0.006857633,696855.0608,4063410.219
323,4.8,2.87,1.21,10.82,2.381396273,4.36,8,7.104551315,0.006642242,696851.26,4063427.782
324,2.36,2.3,1.44,4.26,1.44926916,2.05,6,3.349755049,0.00775644,696838.3221,4063411.166
325,3.42,2.74,1.38,7.36,1.996059933,3.39,5,1.396027923,0.008037528,696839.8435,4063407.204
326,1.9,1.83,1.22,2.73,1.004301609,1.11,5,0.432511359,0.006843514,696844.8597,4063402.879
327,3.84,2.88,1.41,8.69,2.162172939,4.08,6,4.673300266,0.007598992,696832.5397,4063390.496
328,2.8,2.6,1.14,5.72,1.743968805,2.17,4,7.096735001,0.004488919,696820.7556,4063374.239
329,3.52,2.64,1.46,7.3,1.987874348,3.55,8,7.723207951,0.004281474,696818.9379,4063371.644
330,2.9,1.6,0.92,3.64,1.291983682,1.12,1,10.43103027,0.005235463,696817.603,4063379.162
331,3.2,3.5,1.6,8.8,2.174751721,4.69,8,7.842470646,0.005390026,696814.9149,4063383.319
332,4.4,3.62,1.9,12.51,2.526528324,7.92,9,9.154747963,0.004101994,696811.0447,4063376.68
333,3.2,3.06,1.78,7.69,2.039920784,4.56,6,4.218459129,0.008144265,696823.2118,4063395.721
334,2.9,2.5,1.4,5.69,1.738710248,2.66,7,4.010721684,0.008806916,696825.2108,4063405.98
335,2.98,2,1.44,4.68,1.54329811,2.25,5,4.135756016,0.00888319,696827.6207,4063406.146
336,1.5,1.49,0.95,1.76,0.565313809,0.56,5,3.423365116,0.009127563,696830.7146,4063403.775
337,5.2,4.8,2.03,19.6,2.975529566,13.27,8,7.865677834,0.008517964,696827.0796,4063410.241
338,2.08,2.06,1.34,3.37,1.214912744,1.5,5,6.541747093,0.007800754,696834.95,4063417.86
339,2.76,2.4,1.4,5.2,1.648658626,2.43,5,6.402673721,0.007652205,696837.1199,4063420.685
340,1.82,1.78,1.1,2.54,0.932164081,0.93,3,9.63475132,0.007630306,696832.5224,4063426.241
341,3.52,2.78,1.44,7.69,2.039920784,3.69,9,9.679998398,0.007467781,696829.3571,4063431.718
342,3.72,3.66,1.48,10.69,2.369308725,5.28,8,9.884746552,0.007602246,696832.2494,4063434.227
343,3.92,2.88,1.64,8.87,2.182674796,4.85,10,14.25259018,0.006020631,696832.9669,4063445.789
344,0.8,0.78,0.25,0.49,1.1,0.04,2,11.98322678,0.005584259,696839.16,4063444.71
345,4.82,4.04,1.34,15.29,2.72719902,6.83,6,11.94643497,0.003683344,696859.059,4063446.278
346,4.2,3,1.59,9.9,2.292534757,5.24,10,7.258692265,0.002781419,696873.0203,4063449.485
347,2.34,2.3,0.86,4.23,1.442201993,1.21,4,14.37710094,0.002834925,696862.1072,4063453.675
348,3.48,2.66,0.98,7.27,1.983756292,2.37,3,17.02310753,0.002022947,696859.3529,4063468.487
349,2.9,2.7,0.96,6.15,1.816452082,1.97,3,19.00854111,0.002418463,696855.3603,4063467.174
350,3.36,2.59,1.29,6.83,1.921324674,2.94,1,15.57770061,0.003322829,696840.8119,4063462.288
351,4.3,3.63,1.46,12.26,2.506341931,5.97,7,12.76972294,0.007690236,696818.5307,4063432.135
352,4.4,4.24,1.67,14.65,2.684440335,8.16,6,12.90777874,0.008500608,696813.6828,4063425.252
353,2.34,2.12,1.14,3.9,1.360976553,1.48,6,9.530878067,0.008269025,696826.1608,4063422.986
354,3.63,2.92,0.99,8.32,2.118662255,2.75,6,9.601058006,0.007702273,696829.5816,4063425.84
355,2.6,2.24,1.17,4.57,1.519513205,1.78,5,11.10015583,0.008836064,696817.2412,4063418.23
356,2.87,1.96,1.12,4.42,1.486139696,1.65,4,4.144288063,0.00609887,696809.3858,4063394.404
357,3.94,2.98,1.42,9.22,2.221375038,4.36,8,3.417470455,0.006172296,696804.1985,4063394.506
358,3.48,2.54,1.63,6.94,1.937301775,3.77,4,4.738201618,0.005669386,696799.5397,4063398.84
359,3.7,3.2,1.14,9.3,2.2300144,3.53,4,7.554774284,0.0062653,696800.1117,4063408.955
360,5.3,3.1,1.2,12.9,2.557227311,5.16,5,6.094912529,0.004515043,696792.8362,4063406.567
361,1.54,1.2,0.72,1.45,0.371563556,0.35,3,14.31345654,0.00796852,696803.081,4063423.676
362,2.63,2.57,1.3,5.31,1.669591835,2.3,5,11.02626801,0.005849297,696792.1243,4063421.981
363,3.7,2.75,1.2,7.99,2.07819076,3.2,6,6.887318134,0.00412663,696775.2936,4063415.267
364,2.84,2.49,0.69,5.55,1.713797928,1.28,0,9.950031281,0.00377352,696769.0443,4063414.901
365,2.77,2.66,1.47,5.79,1.756132292,2.84,4,7.719799995,0.006438142,696792.7067,4063435.538
366,2.74,2.58,0.96,5.55,1.713797928,1.78,5,11.15446758,0.007281837,696803.5586,4063437.897
367,3.8,2.97,1.12,8.86,2.181546765,3.31,7,10.09189606,0.006483199,696811.4597,4063448.069
368,2.4,1.74,1.03,3.28,1.187843422,1.13,4,6.940531731,0.005572358,696805.3229,4063450.592
369,4.37,4.14,1.52,14.21,2.653945942,7.2,9,7.845846653,0.003504584,696820.9287,4063483.366
370,2.8,2.68,1.29,5.89,1.773255998,2.53,6,8.98743248,0.003330104,696826.4172,4063485.713
371,3.07,2.72,0.97,6.56,1.880990603,2.12,6,6.082514763,0.002968724,696823.9819,4063490.541
372,3.4,2.1,0.93,5.61,1.72455072,1.74,6,11.70713234,0.002854859,696818.8484,4063496.084
373,2.58,2.52,0.84,5.11,1.631199404,1.43,4,14.51264191,0.003040848,696807.2996,4063492.933
374,2.42,2,1.02,3.8,1.335001067,1.29,4,15.34532452,0.003139315,696804.2873,4063491.753
375,2.9,2.37,1.29,5.4,1.686398954,2.32,5,12.47602749,0.003489272,696809.0328,4063487.533
376,2.18,1.9,0.62,3.25,1.178654996,0.67,6,8.262117386,0.004037675,696805.9999,4063479.47
377,3.6,2.1,0.96,5.94,1.781709133,1.9,5,6.39999485,0.004791305,696806.4389,4063472.043
378,3.48,2.77,1.23,7.57,2.024193067,3.1,6,6.436730385,0.004794042,696803.8757,4063462.992
379,2.7,2.52,1.12,5.34,1.675225653,2,3,6.132053852,0.004198871,696797.9787,4063458.971
380,1.72,1.6,0.78,2.16,0.770108222,0.56,0,6.501585007,0.005372751,696792.0612,4063451.953
381,3,2.6,0.89,6.13,1.81319475,1.82,1,5.622995853,0.004827263,696784.9517,4063454.009
382,2.3,2.1,0.84,3.79,1.332366019,1.06,0,5.979399204,0.00541383,696777.7732,4063451.291
383,2.6,1.8,1.05,3.68,1.302912752,1.29,2,9.850551605,0.005665872,696775.6464,4063438.809
384,3.76,2.32,1.12,6.85,1.924248652,2.56,8,8.019992828,0.00521945,696774.8269,4063435.571
385,2.1,1.64,1.08,2.7,0.993251773,0.97,0,6.688665867,0.005321749,696769.9026,4063435.902
386,4.05,4,1.34,12.72,2.543175558,5.68,8,16.09552765,0.004331495,696755.8031,4063423.144
387,6.1,5.9,1.88,28.27,3.341801172,17.71,6,20.48880768,0.004656838,696739.0361,4063413.656
388,4.2,3.62,2.2,11.94,2.479894108,8.76,5,22.01841927,0.004505608,696729.9913,4063406.566
389,4.6,4.4,1.32,15.9,2.766319109,6.99,6,19.17693329,0.005730011,696732.9938,4063419.845
390,4.65,3.94,1.28,14.39,2.666533521,6.14,6,6.407128334,0.006635725,696727.1941,4063427.149
391,4.88,4.6,2.24,17.63,2.869601996,13.16,7,8.515957832,0.006096708,696720.6075,4063414.231
392,3.2,2.85,1.6,7.16,1.968509981,3.82,5,7.752520084,0.006248937,696717.6513,4063414.497
393,4.68,3.72,1.64,13.67,2.615203651,7.47,5,13.90128613,0.005182552,696716.0733,4063401.472
394,4.27,3.39,1.62,11.37,2.430978308,6.14,6,17.78108025,0.005232431,696714.3345,4063391.552
395,3.42,3.38,1.39,9.08,2.206074193,4.21,5,15.60641956,0.002069751,696695.1138,4063372.128
396,4.4,4.12,1.59,14.24,2.656054906,7.55,8,15.7794857,0.002505242,696695.8794,4063366.04
397,4.42,4.17,1.52,14.48,2.672768387,7.33,2,19.81850243,0.003300349,696711.0709,4063354.622
398,5.47,4.4,1.92,18.9,2.939161922,12.1,7,15.49472618,0.002351016,696706.3401,4063342.635
399,3.88,2.94,1.4,8.96,2.192770227,4.18,5,11.33933067,0.001661014,696708.0835,4063336.792
400,4.67,3.6,1.89,13.2,2.58021683,8.32,5,25.7274437,0.004451538,696731.3492,4063398.049
401,8,6.28,1.73,39.46,3.675287501,22.75,5,20.77031326,0.004617719,696733.123,4063386.989
402,4.99,4.77,1.88,18.69,2.927988621,11.72,9,19.81850243,0.003836455,696731.836,4063372.972
403,3.72,3.63,1.77,10.61,2.361796953,6.26,9,17.06715584,0.003775454,696731.6546,4063369.193
404,1.89,1.42,0.93,2.11,0.746687947,0.65,5,15.6115799,0.003081414,696728.0959,4063364.56
405,3.67,3.2,1.38,9.22,2.221375038,4.24,5,9.085360527,0.003305723,696733.0785,4063350.021
406,5.28,4.99,2.04,20.69,3.029650492,14.07,8,8.998916626,0.002854859,696726.5253,4063343.432
407,1.67,1.43,0.89,1.88,0.631271777,0.56,4,8.994326591,0.004409693,696744.033,4063359.598
408,5.2,4.89,1.57,19.97,2.994231147,10.45,5,10.73448849,0.003608033,696756.4913,4063381.531
409,1.4,1.12,0.95,1.23,0.207014169,0.39,4,7.446050167,0.003733165,696760.6242,4063376.742
410,5.27,4.5,1.73,18.63,2.924773185,10.74,7,6.642435074,0.003446119,696763.6442,4063377.589
411,6.52,4.99,2.24,25.55,3.240637317,19.08,8,7.41644001,0.00276817,696766.0162,4063394.961
412,5.3,4.7,2.08,19.56,2.973486665,13.56,9,6.704344749,0.003712231,696763.5666,4063338.178
413,4.62,4.26,1.53,15.46,2.738256043,7.88,6,6.365278244,0.003508776,696773.5251,4063336.631
414,4.6,4.09,2.03,14.78,2.693274916,10,4,5,0.003190052,696770.2343,4063328.119
415,5.1,3.9,1.6,15.62,2.748552144,8.33,4,5.723672867,0.002648629,696761.986,4063325.265
416,2.54,1.93,0.87,3.85,1.348073148,1.12,0,9.488318443,0.003226444,696785.6404,4063322.922
417,1.24,1.17,0.97,1.14,0.131028262,0.37,3,9.089863777,0.006026925,696747.0705,4063441.371
418,2.77,2.56,1.3,5.57,1.717395054,2.41,5,11.47403622,0.005951807,696751.3465,4063442.025
419,3.49,3.37,1.56,9.24,2.223541886,4.8,2,16.15258789,0.005171312,696762.4106,4063454.601
420,2.99,2.57,1.21,6.04,1.798404012,2.43,1,22.75007248,0.004925481,696754.5329,4063462.857
421,1.27,1.26,0.86,1.26,0.231111721,0.36,3,18.77951431,0.005012758,696751.7579,4063459.13
422,3.34,2.82,1.1,7.4,2.00148,2.71,0,11.97570992,0.004623406,696748.8988,4063459.064
423,3.31,2.99,1.19,7.77,2.050270164,3.08,3,6.241949081,0.004192336,696743.8851,4063459.393
424,3.49,3.14,1.73,8.61,2.152924318,4.96,7,3.841656208,0.006649418,696740.7346,4063444.778
425,7.64,4.44,1.57,26.64,3.282413846,13.94,10,3.769222021,0.006346402,696733.569,4063449.276
426,3.37,2.98,1.4,7.89,2.065596135,3.68,4,5.083667755,0.005849219,696728.3921,4063452.82
427,3.97,3.43,1.55,10.69,2.369308725,5.53,5,8.417193413,0.005906673,696723.9326,4063460.155
428,3.9,2.97,1.07,9.1,2.208274414,3.24,5,3.676172733,0.004817008,696734.2946,4063468.275
429,4.46,3.9,1.8,13.66,2.614471854,8.2,5,6.379759312,0.005227047,696728.1501,4063471.131
430,1.98,1.95,0.94,3.03,1.10856262,0.95,4,6.256334782,0.005926742,696703.8912,4063476.457
431,5.51,4.8,1.73,20.77,3.033509638,11.98,8,7.507505417,0.005712259,696701.1061,4063477.059
432,5.32,4.6,1.89,19.22,2.955951404,12.11,9,5.77195406,0.003536073,696720.5486,4063494.601
433,1.99,1.9,1.06,2.97,1.088561953,1.05,5,3.298135996,0.003767674,696717.1815,4063493.303
434,3.24,3.17,1.58,8.07,2.088153482,4.25,6,3.256808758,0.003715268,696713.2631,4063496.543
435,3.8,3.5,1.38,10.45,2.346601978,4.81,8,2.014997005,0.004356594,696705.8777,4063491.156
436,3.98,3.7,1.23,11.57,2.448415541,4.74,6,6.125936508,0.005149485,696696.7719,4063490.613
437,4.42,3.87,1.82,13.43,2.597491011,8.15,6,9.243686676,0.005491502,696693.4175,4063488.76
438,3.97,0.39,1.49,1.22,0.198850859,0.6,8,1.215379238,0.005160181,696688.6085,4063499.64
439,4.18,3.7,1.47,12.15,2.49732917,5.95,6,3.734383106,0.00423928,696702.2097,4063502.949
440,3.6,2.9,1.99,8.2,2.104134154,5.44,5,9.105303764,0.002450618,696700.2549,4063521.887
441,2.9,3,1.5,6.83,1.921324674,3.42,9,8.041706085,0.003229334,696687.1287,4063525.138
442,3.8,4.3,1.7,12.83,2.551786179,7.27,4,3.106418133,0.004225225,696672.5745,4063501.047
443,4.42,3.94,1.63,13.68,2.615934912,7.43,6,4.178483486,0.003772904,696670.1425,4063521.306
444,3,4.4,1,10.37,2.338917022,3.46,1,3.88993454,0.003871636,696660.432,4063527.633
445,4.12,3.4,1.27,11,2.397895273,4.66,5,11.53951359,0.003806479,696659.2121,4063537.928
446,3.7,3.51,1.49,10.2,2.32238772,5.07,4,10.62587833,0.003874565,696660.0675,4063543.499
447,2.4,2,1.2,3.77,1.327075001,1.51,2,12.18186378,0.004324754,696652.9403,4063546.332
448,5.4,4.83,1.8,20.48,3.0194488,12.29,10,14.83958149,0.003181801,696636.8656,4063545.63
449,3.2,3.16,1.36,7.94,2.071913275,3.6,4,11.25716209,0.00365314,696639.7861,4063550.803
450,2.82,2.8,1.04,6.2,1.824549292,2.15,4,9.313642502,0.004037317,696657.6098,4063560.982
451,4.4,3.9,1.79,13.48,2.601207105,8.04,5,7.268710613,0.003299968,696669.1228,4063561.801
452,2.1,1.5,1.1,2.47,0.904218151,0.91,9,4.484929085,0.003119012,696678.9225,4063551.592
453,2.16,2.14,1.14,3.63,1.289232648,1.38,3,4.531951904,0.003509657,696674.2126,4063550.373
454,3.2,2.7,1.3,6.79,1.915450942,2.94,3,6.791348457,0.004652813,696653.9495,4063568.557
455,3.97,3.9,1.4,12.16,2.498151877,5.67,7,5.459218025,0.004493121,696645.4338,4063577.353
456,2.52,2.3,0.82,4.55,1.515127233,1.24,3,5.843828201,0.002273246,696661.7002,4063585.276
457,2.12,2,1.54,3.33,1.202972304,1.71,3,12.69437218,0.004472816,696625.4222,4063561.241
458,3.35,3.2,1.41,8.42,2.130609828,3.96,1,15.5259819,0.004470219,696624.942,4063554.903
459,4.47,4.19,1.53,14.71,2.688527535,7.5,8,7.849694729,0.003525761,696606.4068,4063564.023
460,4.47,4.12,1.27,14.46,2.671386217,6.12,8,3.684702396,0.003951671,696606.2896,4063569.127
461,0.7,0.6,0.55,0.33,1.1,0.06,2,7.922335625,0.003834007,696603.8848,4063564.854
462,3.3,3.7,1.4,9.59,2.260720889,4.48,7,2.011184931,0.004487901,696609.4427,4063579.746
463,2.91,1.12,0.82,2.56,0.940007258,0.7,7,1.893025398,0.004897265,696614.5227,4063580.417
464,1.47,1.23,0.88,1.42,0.350656872,0.42,3,1.381188869,0.005173022,696628.0089,4063580.949
465,1.63,1.3,0.77,1.66,0.506817602,0.43,2,0.877480507,0.003834683,696627.2997,4063592.367
466,1.83,1.8,1.02,2.59,0.951657876,0.88,1,1.838811755,0.003491669,696632.9439,4063595.716
467,2.32,2.19,1.39,3.99,1.383791231,1.85,4,1.250415921,0.003469623,696638.8561,4063595.186
468,3.27,3.41,1.07,8.76,2.170195905,3.12,5,3.010483265,0.002916205,696632.7936,4063602.262
469,4.28,2.75,1.3,9.24,2.223541886,4.01,5,8.9985466,0.002220446,696634.4508,4063615.732
470,4.8,4.6,1.6,17.34,2.853015971,9.25,6,9.337669373,0.002445132,696616.5415,4063632.638
471,3.54,3.28,1.55,9.12,2.210469804,4.71,8,7.884563923,0.005037351,696612.7418,4063603.466
472,4.34,3.47,1.36,11.83,2.470638678,5.36,4,2.777813673,0.004000158,696598.8695,4063584.72
473,5.47,4.73,1.37,20.32,3.011605623,9.28,6,10.51474667,0.005097679,696585.9554,4063590.418
474,3.5,2.44,0.84,6.71,1.903598951,1.88,4,17.22131157,0.004854522,696566.8342,4063566.667
475,7.46,6.95,2.14,40.72,3.706719372,29.05,4,16.66620064,0.005787849,696550.7897,4063556.862
476,6.37,6.35,1.76,31.77,3.458522448,18.64,3,12.31653595,0.004395439,696555.7721,4063546.209
477,4.88,4.61,1.57,17.67,2.871868286,9.25,2,12.24918652,0.003257451,696562.0415,4063541.801
478,7,6.27,2.22,34.47,3.540089381,25.51,9,12.06753826,0.003248439,696562.1334,4063541.693
479,6.03,5.95,1.74,28.18,3.338612506,16.34,6,12.77464485,0.003856563,696570.2843,4063540.992
480,7.43,7.78,2.04,45.4,3.815512105,30.87,8,4.666818142,0.003733742,696593.3823,4063555.065
481,4.84,4.63,2.25,17.6,2.867898902,13.2,7,12.3008976,0.002940656,696601.2035,4063545.365
482,5.81,4.85,2.21,22.13,3.096934154,16.3,6,19.12240219,0.003335468,696587.163,4063537.827
483,4.47,3.4,2.43,11.94,2.479894108,9.67,4,13.54310226,0.003353514,696573.6915,4063524.974
484,3.89,4.6,0.81,14.05,2.642622396,3.79,7,12.40719128,0.003069293,696568.7924,4063516.424
485,5.22,3.8,2.36,15.58,2.74598804,12.26,5,13.27792263,0.003091054,696567.0489,4063518.382
486,4.5,4.93,1.7,17.42,2.857618971,9.87,7,10.60476494,0.002001872,696570.9765,4063495.272
487,8.01,6.4,2.24,40.26,3.69535842,30.06,5,7.710139751,0.004019869,696599.0524,4063506.685
488,2.39,2.1,0.96,3.94,1.371180723,1.26,0,8.37405777,0.003063409,696595.9412,4063521.488
489,4.9,3.67,2.16,14.12,2.647592232,10.17,5,4.578185081,0.004011961,696618.6682,4063512.797
490,4.7,4.3,1.54,15.87,2.764430535,8.15,4,6.366624355,0.004633633,696616.6103,4063505.09
491,3.6,2.65,1.51,7.49,2.013568798,3.77,2,14.14515018,0.004663967,696623.5587,4063498.367
492,2.26,2,0.97,3.55,1.266947603,1.15,2,14.08593178,0.005256936,696622.2847,4063495.451
493,2.22,2.09,2.17,3.64,1.291983682,2.64,1,13.48541927,0.005086534,696617.7944,4063496.347
494,5.06,3.95,1.74,15.7,2.753660712,9.1,6,12.49999046,0.004595009,696609.3827,4063488.938
495,4.9,3.36,1.74,12.93,2.559550193,7.5,4,7.781851292,0.003682677,696596.0849,4063480.196
496,4.5,3.5,1.6,12.37,2.515274186,6.6,5,10.22620964,0.002187029,696591.0837,4063472.199
497,3.5,2.64,1.24,7.26,1.982379829,3,3,14.7695961,0.00155714,696591.3458,4063453.001
498,3.16,2.57,1.55,6.38,1.853168097,3.3,2,14.75126171,0.004235153,696613.9053,4063467.173
499,7.04,5.97,1.64,33.01,3.496810546,18.05,6,14.78543949,0.004170795,696612.9943,4063475.7
500,3.95,2.2,1.9,6.83,1.921324674,4.32,3,16.35563469,0.005225279,696626.9304,4063487.787
501,3.82,2.7,2,8.1,2.091864062,5.4,2,16.26987076,0.005392512,696623.3797,4063490.592
502,2.68,2.32,1.24,4.88,1.58514522,2.02,3,22.982584,0.004161958,696635.7635,4063500.201
503,5.42,5.17,1.69,22.01,3.091496896,12.4,8,11.20142841,0.00436412,696643.0085,4063503.92
504,4.7,3.31,2.1,12.22,2.503073954,8.55,3,11.8417244,0.003854422,696646.4876,4063496.451
505,4.22,3.2,2.04,10.61,2.361796953,7.21,2,9.738315582,0.004029029,696648.4916,4063498.718
506,4.46,3.4,1.63,11.91,2.477378383,6.47,4,4.212245464,0.003533517,696662.9784,4063494.61
507,7.75,5.3,1.67,32.26,3.473828073,17.96,7,14.47839069,0.003849054,696630.118,4063465.77
508,4.25,3.12,1.4,10.41,2.342766883,4.86,2,13.49236965,0.003052986,696634.0693,4063457.202
509,3.98,3.87,1.53,12.1,2.493205453,6.17,1,12.58620548,0.002530713,696632.5347,4063446.176
510,1.5,1.17,0.88,1.38,0.322083499,0.4,3,12.26043701,0.002256018,696630.9286,4063438.258
511,4.47,3.87,1.92,13.59,2.609334228,8.7,6,11.94502544,0.003016534,696643.0548,4063447.417
512,6.3,4.82,1.69,23.85,3.171784217,13.44,5,14.57970715,0.003887544,696656.9859,4063463.612
513,4.4,4.39,1.91,15.17,2.719319793,9.66,8,16.31188011,0.005015964,696682.2794,4063479.401
514,6.59,5.21,2.13,26.97,3.294725137,19.15,5,28.71704483,0.004816023,696680.5535,4063472.812
515,0.71,0.67,0.59,0.37,1.1,0.07,3,13.8887167,0.004444432,696684.0021,4063466.675
516,2.38,2.16,1.19,4.04,1.396244692,1.6,4,18.41778374,0.004354581,696681.2681,4063465.058
517,2.23,1.96,0.93,3.43,1.232560261,1.06,3,20.97404099,0.004189412,696679.236,4063464.012
518,4.77,2.99,1.88,11.2,2.415913778,7.02,7,23.93793678,0.003868128,696679.3558,4063458.797
519,7.06,5.49,2.1,30.44,3.415757533,21.31,8,3.218857765,0.003563329,696671.6685,4063435.42
520,4.12,3.42,1.7,11.07,2.404238747,6.27,5,9.397047997,0.002705721,696653.4773,4063433.447
521,4.32,4.29,1.4,14.56,2.678278043,6.79,7,3.218857765,0.001927303,696657.9136,4063423.225
522,2.84,2.2,1.26,4.91,1.591273942,2.06,2,3.218857765,0.001841722,696656.8056,4063420.869
524,3.86,3.3,1.51,10,2.302585093,5.04,7,14.29757595,0.002527999,696690.1641,4063377.454
525,6.32,4.55,1.68,22.58,3.117064559,12.65,7,4.981305599,0.00381445,696697.3126,4063397.045
526,5.2,4.9,2.4,20.01,2.996232149,16.01,7,4.983131886,0.003779167,696697.9052,4063406.272
527,3.31,3.26,1.32,8.47,2.136530509,3.73,5,5.502675533,0.00492175,696705.3669,4063404.445
528,4.88,3.13,1.75,12,2.48490665,7,4,6.488689899,0.005035502,696697.6246,4063414.591
529,4.63,3.45,2.2,12.55,2.529720666,9.2,3,4.331064224,0.004747414,696688.1285,4063423.254
530,7.3,5.8,1.93,33.25,3.504054767,21.39,5,8.964949608,0.004789566,696694.266,4063440.157
531,8.8,6.4,2.15,44.23,3.789403292,31.7,5,7.799770832,0.005194434,696695.7799,4063444.3
532,2.6,2.4,0.95,4.9,1.589235205,1.55,3,9.647925377,0.004907203,696709.5573,4063443.839
533,6,5.4,2.25,25.45,3.236715743,19.09,4,9.443915367,0.005549105,696713.1465,4063443.256
534,2.8,2.65,1.63,5.83,1.763017,3.17,3,8.645643234,0.005916629,696713.468,4063437.046
535,4.5,3.8,1.55,13.43,2.597491011,6.94,4,8.116083145,0.006745924,696715.6939,4063433.545
536,2.9,2.5,1.4,5.69,1.738710248,2.66,2,7.664875984,0.006857934,696713.1462,4063431.6
537,5.44,4.85,2.53,20.72,3.031099417,17.48,6,8.158911705,0.005203983,696702.6082,4063431.135
538,2.2,2.6,1.7,4.49,1.501852702,2.55,5,8.036289215,0.003931407,696584.7715,4063603.046
539,2.8,2.7,1.45,5.94,1.781709133,2.87,3,6.743075848,0.003172066,696590.7505,4063615.172
540,1.3,0.8,0.94,0.82,1.1,0.26,0,4.776338577,0.00268568,696595.0544,4063614.605
541,2.4,2,1.43,3.77,1.327075001,1.8,2,6.358996391,0.002550155,696593.8523,4063620.239
542,3.4,2.8,0.5,7.48,2.012232792,1.25,0,3.222646475,0.002214256,696606.122,4063650.383
543,6,4.7,1.65,22.15,3.097837496,12.18,7,4.811574936,0.004433543,696571.2867,4063633.597
544,3.3,2.8,1.4,7.26,1.982379829,3.39,8,19.70145988,0.005848277,696562.3713,4063605.307
545,3.24,2.75,1.45,7,1.945910149,3.38,5,20.99682236,0.005659854,696561.5852,4063608.397
546,4,3,1.75,9.42,2.242835089,5.5,7,9.754072189,0.00463154,696555.3977,4063617.024
547,3.75,3.2,1.55,9.42,2.242835089,4.87,4,12.76495457,0.0041618,696554.8033,4063623.449
548,2.54,2.2,1.13,4.39,1.479329227,1.65,4,20.07934761,0.004320573,696548.0696,4063632.508
549,3.15,2.9,1.27,7.17,1.969905655,3.04,3,16.13311768,0.004233762,696551.4953,4063631.255
550,4.3,3.15,1.31,10.64,2.364620484,4.65,3,10.14028835,0.004731582,696560.6397,4063641.789
551,2,1.89,1,2.97,1.088561953,0.99,3,11.84535408,0.003806479,696580.4878,4063657.231
552,4.2,3.1,1.35,10.23,2.32532458,4.6,2,11.7278204,0.003555258,696581.1487,4063651.807
553,2.85,2.7,1.52,6.04,1.798404012,3.06,4,3.015025139,0.002477716,696604.5754,4063659.339
554,3.4,2.7,1.17,7.21,1.975468951,2.81,3,11.84280872,0.002589691,696599.6264,4063676.321
555,3.25,2.97,1.37,7.58,2.0255132,3.46,6,12.19255924,0.003288471,696579.4493,4063667.42
556,4.3,2.75,1.1,9.29,2.228938553,3.41,5,12.62538433,0.002712817,696577.3512,4063673.145
557,3.6,3.25,1.4,9.19,2.218115936,4.29,4,12.13930607,0.003172129,696572.72,4063660.716
558,2.75,2.5,1.27,5.4,1.686398954,2.29,3,12.58155918,0.002709007,696570.0732,4063666.983
559,2.7,2.5,1.15,5.3,1.667706821,2.03,3,11.37549305,0.004467391,696553.0207,4063662.151
560,1.4,1.3,0.78,1.43,0.357674444,0.37,2,10.16771507,0.003609024,696534.1991,4063652.616
561,3.9,3.1,1.3,9.5,2.251291799,4.11,5,27.39487457,0.003224192,696534.8899,4063634.204
562,4.35,4,1.7,13.67,2.615203651,7.74,5,24.14908981,0.003182409,696531.7044,4063640.569
563,4.45,3.37,1.35,11.78,2.466403178,5.3,5,18.87208176,0.002359399,696521.7794,4063640.674
564,4.1,3.44,1.6,11.08,2.405141681,5.91,3,15.82386017,0.003835544,696515.5165,4063668.172
565,3.65,3.8,1.28,10.89,2.387844937,4.65,1,9.852790833,0.003272498,696531.6219,4063675.314
566,2.9,2.5,1.07,5.69,1.738710248,2.03,3,11.01222038,0.003458049,696533.5521,4063680.797
567,6.2,5.8,1.73,28.24,3.340739413,16.29,6,16.16162682,0.003489272,696522.4762,4063688.203
568,4.5,3.5,2.2,12.37,2.515274186,9.07,6,19.61673737,0.003811721,696516.7348,4063681.299
569,3.9,3.8,1.4,11.64,2.454447442,5.43,8,19.10118103,0.004364825,696502.4856,4063682.859
570,5.4,4,1.75,16.96,2.83085763,9.9,7,23.02057457,0.00403839,696508.4183,4063685.327
571,2,1.7,0.85,2.67,0.982078472,0.76,3,17.46810913,0.00445375,696510.4048,4063696.14
572,4.3,3.77,1.65,12.73,2.543961413,7,5,15.38878059,0.004391422,696523.7888,4063697.225
573,2.6,1.7,1.57,3.47,1.244154594,1.82,3,12.92868042,0.003524388,696512.4808,4063706.956
574,2.8,2.2,1.63,4.84,1.576914721,2.63,3,10.4026413,0.003540917,696511.2785,4063708.704
575,1.9,1.3,0.95,1.94,0.662687973,0.61,2,6.656068325,0.003416534,696507.404,4063717.829
576,2.1,1.6,1,2.64,0.970778917,0.88,3,6.836069107,0.003390933,696505.4129,4063718.893
577,1.5,1.1,0.8,1.3,0.262364264,0.35,3,7.631979942,0.003161293,696507.3276,4063721.158
578,3.4,3.1,1.43,8.28,2.113842968,3.95,4,9.350430489,0.007257255,696472.8655,4063711.486
579,1.25,1.1,0.7,1.08,0.076961041,0.25,2,14.95696259,0.007095104,696480.6721,4063717.992
